City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
203,Tooele,US,2021-01-10 19:28:35,40.5308,-112.2983,32.0,80,90,4.61
204,Fairbanks,US,2021-01-10 19:25:02,64.8378,-147.7164,12.0,85,75,8.05
205,Ostrovnoy,RU,2021-01-10 19:28:35,68.0531,39.5131,5.09,92,25,12.26
206,Mana,GF,2021-01-10 19:28:35,5.6592,-53.7767,80.98,76,46,12.39
207,Atar,MR,2021-01-10 19:28:35,20.5169,-13.0499,69.8,16,0,18.41
208,Mankono,CI,2021-01-10 19:28:35,8.0586,-6.1897,90.59,30,94,5.55
209,Isangel,VU,2021-01-10 19:28:35,-19.55,169.2667,77.0,100,90,5.75
210,Moussoro,TD,2021-01-10 19:28:35,13.6408,16.4901,76.59,18,0,12.5
211,Karlskrona,SE,2021-01-10 19:28:35,56.1616,15.5866,33.8,100,90,4.61
212,Cabo San Lucas,MX,2021-01-10 19:28:26,22.8909,-109.9124,79.0,49,1,6.91
213,Lasa,IT,2021-01-10 19:28:35,46.6166,10.7002,25.0,53,0,9.22
214,Asau,RO,2021-01-10 19:28:35,46.4333,26.4,32.0,93,90,3.44
215,Road Town,VG,2021-01-10 19:28:35,18.4167,-64.6167,82.4,74,40,10.36
216,Gurupa,BR,2021-01-10 19:28:35,-1.405,-51.64,83.55,79,84,4.97
217,Serenje,ZM,2021-01-10 19:28:36,-13.2325,30.2352,63.86,97,100,3.38
218,Warrnambool,AU,2021-01-10 19:28:36,-38.3833,142.4833,66.99,75,100,1.01
219,Jardim,BR,2021-01-10 19:28:36,-21.4803,-56.1381,96.06,42,76,6.4
220,Kasongo,CD,2021-01-10 19:28:36,-4.45,26.6667,69.35,93,100,1.61
221,Maseru,LS,2021-01-10 19:28:36,-29.3167,27.4833,71.78,57,86,6.51
222,Bindi,SL,2021-01-10 19:28:36,9.9167,-11.45,85.44,38,14,3.94
223,Gijon,ES,2021-01-10 19:28:36,43.5357,-5.6615,46.99,75,100,5.99
224,Tateyama,JP,2021-01-10 19:28:36,34.9833,139.8667,36.0,50,0,3.0
225,Russell,US,2021-01-10 19:28:36,32.3502,-85.1999,46.4,46,20,3.44
226,Odate,JP,2021-01-10 19:28:36,40.2686,140.5683,23.0,80,76,5.01
227,Hauterive,FR,2021-01-10 19:28:36,46.0901,3.4459,32.0,69,90,6.91
228,High Level,CA,2021-01-10 19:28:36,58.5169,-117.136,15.8,100,75,4.61
229,Faya,SA,2021-01-10 19:28:36,18.3851,42.4509,53.6,87,20,3.47
230,Jiwani,PK,2021-01-10 19:28:36,25.05,61.7417,63.21,30,0,10.16
231,Dunedin,NZ,2021-01-10 19:28:37,-45.8742,170.5036,52.54,69,62,12.64
232,Eyl,SO,2021-01-10 19:28:37,7.9803,49.8164,72.81,68,0,17.38
233,Sharjah,AE,2021-01-10 19:28:10,25.3573,55.4033,66.0,44,0,2.3
234,Kungurtug,RU,2021-01-10 19:28:37,50.5994,97.5228,-1.35,83,100,0.96
235,Sinop,TR,2021-01-10 19:28:37,41.7711,34.8709,43.68,90,100,4.14
236,Yulara,AU,2021-01-10 19:28:37,-25.2406,130.9889,71.6,26,0,4.61
237,General Roca,AR,2021-01-10 19:28:37,-39.0333,-67.5833,84.2,20,0,21.85
238,Kulunda,RU,2021-01-10 19:28:37,52.566,78.9385,15.49,96,100,8.95
239,Bambous Virieux,MU,2021-01-10 19:28:37,-20.3428,57.7575,78.8,94,40,6.91
240,Necochea,AR,2021-01-10 19:28:37,-38.5473,-58.7368,86.72,32,0,9.1
241,Siniscola,IT,2021-01-10 19:28:37,40.5719,9.6922,51.8,87,75,3.44
242,Ocos,GT,2021-01-10 19:28:37,14.5094,-92.1933,89.6,66,1,9.22
243,Esperance,AU,2021-01-10 19:28:37,-33.8667,121.9,59.0,77,40,6.91
244,Khatanga,RU,2021-01-10 19:28:37,71.9667,102.5,-14.17,88,100,19.91
245,Avera,US,2021-01-10 19:28:37,33.194,-82.5271,51.8,46,1,4.61
246,Marinette,US,2021-01-10 19:28:37,45.1,-87.6307,30.2,86,90,4.61
247,Khulo,GE,2021-01-10 19:28:38,41.644,42.3129,51.8,87,75,5.75
248,Key West,US,2021-01-10 19:24:28,24.5557,-81.7826,64.4,68,40,12.66
249,Hualmay,PE,2021-01-10 19:28:38,-11.0964,-77.6139,74.32,72,97,11.54
250,Kabanjahe,ID,2021-01-10 19:28:38,3.1001,98.4908,75.2,100,40,3.44
251,Kostek,RU,2021-01-10 19:28:38,43.3439,46.8541,43.59,86,100,6.93
252,Urusha,RU,2021-01-10 19:28:38,54.05,122.9,-17.1,86,85,0.47
253,Andijon,UZ,2021-01-10 19:28:38,40.7821,72.3442,21.2,68,0,6.71
254,Bonaventure,CA,2021-01-10 19:28:38,48.0457,-65.4926,28.4,59,0,11.5
255,Havre,FR,2021-01-10 19:28:38,49.5833,0.3333,39.2,81,90,6.91
256,Carnarvon,AU,2021-01-10 19:28:38,-24.8667,113.6333,75.2,78,0,20.71
257,Dukat,RU,2021-01-10 19:28:38,62.55,155.55,-25.87,83,88,5.93
258,Bilma,NE,2021-01-10 19:28:38,18.6853,12.9164,72.73,20,0,6.51
259,Kulhudhuffushi,MV,2021-01-10 19:28:38,6.6221,73.07,80.69,76,100,7.74
260,Makakilo City,US,2021-01-10 19:28:38,21.3469,-158.0858,77.0,69,1,5.75
261,Pak Phanang,TH,2021-01-10 19:28:38,8.3511,100.202,76.77,81,92,6.26
262,Williston,US,2021-01-10 19:28:38,48.147,-103.618,37.0,75,82,4.0
263,Bubaque,GW,2021-01-10 19:28:39,11.2833,-15.8333,79.05,68,0,19.13
264,Aljezur,PT,2021-01-10 19:28:39,37.3191,-8.8033,41.0,58,8,1.01
265,Biltine,TD,2021-01-10 19:28:39,14.5333,20.9167,71.98,21,0,11.88
266,Dingle,PH,2021-01-10 19:28:39,10.9995,122.6711,73.99,93,100,10.69
267,Champerico,GT,2021-01-10 19:28:39,14.3,-91.9167,89.6,43,20,6.91
268,Sheboygan,US,2021-01-10 19:28:39,43.7333,-87.9334,24.01,80,90,9.22
269,Inta,RU,2021-01-10 19:28:39,66.0317,60.1659,-9.85,84,0,4.09
270,Villamontes,BO,2021-01-10 19:28:39,-21.25,-63.5,99.36,33,85,3.11
271,Chuy,UY,2021-01-10 19:28:39,-33.6971,-53.4616,81.48,70,12,13.29
272,Hambantota,LK,2021-01-10 19:28:39,6.1241,81.1185,75.2,100,90,2.3
273,Paita,PE,2021-01-10 19:28:39,-5.0892,-81.1144,84.2,61,0,19.57
274,Bud,US,2021-01-10 19:28:39,39.447,-86.1758,30.99,78,0,4.99
275,Knysna,ZA,2021-01-10 19:28:39,-34.0363,23.0471,62.6,88,75,8.05
276,Sydney,AU,2021-01-10 19:28:12,-33.8679,151.2073,68.0,83,20,8.05
277,Bang Saphan,TH,2021-01-10 19:28:39,11.2126,99.5117,68.92,81,62,3.18
278,Sao Raimundo Nonato,BR,2021-01-10 19:28:39,-9.0153,-42.6994,85.24,57,98,5.77
279,Adrar,MR,2021-01-10 19:28:39,20.5022,-10.0711,61.02,32,85,12.37
280,Pimentel,PE,2021-01-10 19:28:39,-6.8367,-79.9342,80.6,54,0,23.02
281,Victoria,HK,2021-01-10 19:27:25,22.2855,114.1577,53.01,30,100,11.01
282,Hovd,MN,2021-01-10 19:28:40,48.0056,91.6419,-1.25,78,82,3.74
283,Lavrentiya,RU,2021-01-10 19:28:40,65.5833,-171.0,-15.52,84,0,10.49
284,Teguldet,RU,2021-01-10 19:28:40,57.3064,88.1667,0.75,93,99,4.92
285,Jasper,US,2021-01-10 19:28:40,37.2001,-94.3502,32.0,74,90,9.22
286,Solnechnyy,RU,2021-01-10 19:28:40,50.7214,136.6319,-13.49,83,100,3.42
287,Umea,SE,2021-01-10 19:28:40,63.8284,20.2597,24.01,100,79,2.59
288,Saint Anthony,US,2021-01-10 19:25:30,45.0205,-93.218,28.0,80,90,6.91
289,Ambanja,MG,2021-01-10 19:28:40,-13.6833,48.45,77.02,86,81,1.39
290,Eureka,US,2021-01-10 19:28:40,40.8021,-124.1637,53.01,94,98,3.4
291,Petatlan,MX,2021-01-10 19:28:40,17.5167,-101.2667,86.0,66,1,5.75
292,Upernavik,GL,2021-01-10 19:28:40,72.7868,-56.1549,10.72,84,0,9.84
